"date_key","full_date","date_name","date_name_us","date_name_eu","day_of_week","day_name_of_week","day_of_month","day_of_year","weekday_weekend","week_of_year","month_name","month_of_year","is_last_day_of_month","calendar_quarter","calendar_year","calendar_year_month","calendar_year_qtr","fiscal_month_of_year","fiscal_quarter","fiscal_year","fiscal_year_month","fiscal_year_qtr"
"20050529","2005-05-29","2005/05/29","05/29/2005","29/05/2005","1","Sunday","29","149","Weekend","21","May","5","N","2","2005","2005-05","2005Q2","5","2","2005","2005-05","2005Q2"
"20050530","2005-05-30","2005/05/30","05/30/2005","30/05/2005","2","Monday","30","150","Weekday","22","May","5","N","2","2005","2005-05","2005Q2","5","2","2005","2005-05","2005Q2"
"20050531","2005-05-31","2005/05/31","05/31/2005","31/05/2005","3","Tuesday","31","151","Weekday","22","May","5","Y","2","2005","2005-05","2005Q2","5","2","2005","2005-05","2005Q2"
"20050601","2005-06-01","2005/06/01","06/01/2005","01/06/2005","4","Wednesday","1","152","Weekday","22","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050602","2005-06-02","2005/06/02","06/02/2005","02/06/2005","5","Thursday","2","153","Weekday","22","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050603","2005-06-03","2005/06/03","06/03/2005","03/06/2005","6","Friday","3","154","Weekday","22","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050604","2005-06-04","2005/06/04","06/04/2005","04/06/2005","7","Saturday","4","155","Weekend","22","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050605","2005-06-05","2005/06/05","06/05/2005","05/06/2005","1","Sunday","5","156","Weekend","22","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050606","2005-06-06","2005/06/06","06/06/2005","06/06/2005","2","Monday","6","157","Weekday","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050607","2005-06-07","2005/06/07","06/07/2005","07/06/2005","3","Tuesday","7","158","Weekday","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050608","2005-06-08","2005/06/08","06/08/2005","08/06/2005","4","Wednesday","8","159","Weekday","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050609","2005-06-09","2005/06/09","06/09/2005","09/06/2005","5","Thursday","9","160","Weekday","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050610","2005-06-10","2005/06/10","06/10/2005","10/06/2005","6","Friday","10","161","Weekday","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050611","2005-06-11","2005/06/11","06/11/2005","11/06/2005","7","Saturday","11","162","Weekend","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050612","2005-06-12","2005/06/12","06/12/2005","12/06/2005","1","Sunday","12","163","Weekend","23","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050613","2005-06-13","2005/06/13","06/13/2005","13/06/2005","2","Monday","13","164","Weekday","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050614","2005-06-14","2005/06/14","06/14/2005","14/06/2005","3","Tuesday","14","165","Weekday","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050615","2005-06-15","2005/06/15","06/15/2005","15/06/2005","4","Wednesday","15","166","Weekday","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050616","2005-06-16","2005/06/16","06/16/2005","16/06/2005","5","Thursday","16","167","Weekday","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050617","2005-06-17","2005/06/17","06/17/2005","17/06/2005","6","Friday","17","168","Weekday","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050618","2005-06-18","2005/06/18","06/18/2005","18/06/2005","7","Saturday","18","169","Weekend","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050619","2005-06-19","2005/06/19","06/19/2005","19/06/2005","1","Sunday","19","170","Weekend","24","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050620","2005-06-20","2005/06/20","06/20/2005","20/06/2005","2","Monday","20","171","Weekday","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050621","2005-06-21","2005/06/21","06/21/2005","21/06/2005","3","Tuesday","21","172","Weekday","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050622","2005-06-22","2005/06/22","06/22/2005","22/06/2005","4","Wednesday","22","173","Weekday","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050623","2005-06-23","2005/06/23","06/23/2005","23/06/2005","5","Thursday","23","174","Weekday","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050624","2005-06-24","2005/06/24","06/24/2005","24/06/2005","6","Friday","24","175","Weekday","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050625","2005-06-25","2005/06/25","06/25/2005","25/06/2005","7","Saturday","25","176","Weekend","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050626","2005-06-26","2005/06/26","06/26/2005","26/06/2005","1","Sunday","26","177","Weekend","25","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050627","2005-06-27","2005/06/27","06/27/2005","27/06/2005","2","Monday","27","178","Weekday","26","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050628","2005-06-28","2005/06/28","06/28/2005","28/06/2005","3","Tuesday","28","179","Weekday","26","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050629","2005-06-29","2005/06/29","06/29/2005","29/06/2005","4","Wednesday","29","180","Weekday","26","June","6","N","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050630","2005-06-30","2005/06/30","06/30/2005","30/06/2005","5","Thursday","30","181","Weekday","26","June","6","Y","2","2005","2005-06","2005Q2","6","2","2005","2005-06","2005Q2"
"20050701","2005-07-01","2005/07/01","07/01/2005","01/07/2005","6","Friday","1","182","Weekday","26","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050702","2005-07-02","2005/07/02","07/02/2005","02/07/2005","7","Saturday","2","183","Weekend","26","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050703","2005-07-03","2005/07/03","07/03/2005","03/07/2005","1","Sunday","3","184","Weekend","26","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050704","2005-07-04","2005/07/04","07/04/2005","04/07/2005","2","Monday","4","185","Weekday","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050705","2005-07-05","2005/07/05","07/05/2005","05/07/2005","3","Tuesday","5","186","Weekday","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050706","2005-07-06","2005/07/06","07/06/2005","06/07/2005","4","Wednesday","6","187","Weekday","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050707","2005-07-07","2005/07/07","07/07/2005","07/07/2005","5","Thursday","7","188","Weekday","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050708","2005-07-08","2005/07/08","07/08/2005","08/07/2005","6","Friday","8","189","Weekday","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050709","2005-07-09","2005/07/09","07/09/2005","09/07/2005","7","Saturday","9","190","Weekend","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050710","2005-07-10","2005/07/10","07/10/2005","10/07/2005","1","Sunday","10","191","Weekend","27","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050711","2005-07-11","2005/07/11","07/11/2005","11/07/2005","2","Monday","11","192","Weekday","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050712","2005-07-12","2005/07/12","07/12/2005","12/07/2005","3","Tuesday","12","193","Weekday","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050713","2005-07-13","2005/07/13","07/13/2005","13/07/2005","4","Wednesday","13","194","Weekday","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050714","2005-07-14","2005/07/14","07/14/2005","14/07/2005","5","Thursday","14","195","Weekday","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050715","2005-07-15","2005/07/15","07/15/2005","15/07/2005","6","Friday","15","196","Weekday","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050716","2005-07-16","2005/07/16","07/16/2005","16/07/2005","7","Saturday","16","197","Weekend","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050717","2005-07-17","2005/07/17","07/17/2005","17/07/2005","1","Sunday","17","198","Weekend","28","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050718","2005-07-18","2005/07/18","07/18/2005","18/07/2005","2","Monday","18","199","Weekday","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050719","2005-07-19","2005/07/19","07/19/2005","19/07/2005","3","Tuesday","19","200","Weekday","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050720","2005-07-20","2005/07/20","07/20/2005","20/07/2005","4","Wednesday","20","201","Weekday","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050721","2005-07-21","2005/07/21","07/21/2005","21/07/2005","5","Thursday","21","202","Weekday","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050722","2005-07-22","2005/07/22","07/22/2005","22/07/2005","6","Friday","22","203","Weekday","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050723","2005-07-23","2005/07/23","07/23/2005","23/07/2005","7","Saturday","23","204","Weekend","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050724","2005-07-24","2005/07/24","07/24/2005","24/07/2005","1","Sunday","24","205","Weekend","29","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050725","2005-07-25","2005/07/25","07/25/2005","25/07/2005","2","Monday","25","206","Weekday","30","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050726","2005-07-26","2005/07/26","07/26/2005","26/07/2005","3","Tuesday","26","207","Weekday","30","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050727","2005-07-27","2005/07/27","07/27/2005","27/07/2005","4","Wednesday","27","208","Weekday","30","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050728","2005-07-28","2005/07/28","07/28/2005","28/07/2005","5","Thursday","28","209","Weekday","30","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050729","2005-07-29","2005/07/29","07/29/2005","29/07/2005","6","Friday","29","210","Weekday","30","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050730","2005-07-30","2005/07/30","07/30/2005","30/07/2005","7","Saturday","30","211","Weekend","30","July","7","N","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050731","2005-07-31","2005/07/31","07/31/2005","31/07/2005","1","Sunday","31","212","Weekend","30","July","7","Y","3","2005","2005-07","2005Q3","7","3","2005","2005-07","2005Q3"
"20050801","2005-08-01","2005/08/01","08/01/2005","01/08/2005","2","Monday","1","213","Weekday","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050802","2005-08-02","2005/08/02","08/02/2005","02/08/2005","3","Tuesday","2","214","Weekday","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050803","2005-08-03","2005/08/03","08/03/2005","03/08/2005","4","Wednesday","3","215","Weekday","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050804","2005-08-04","2005/08/04","08/04/2005","04/08/2005","5","Thursday","4","216","Weekday","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050805","2005-08-05","2005/08/05","08/05/2005","05/08/2005","6","Friday","5","217","Weekday","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050806","2005-08-06","2005/08/06","08/06/2005","06/08/2005","7","Saturday","6","218","Weekend","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050807","2005-08-07","2005/08/07","08/07/2005","07/08/2005","1","Sunday","7","219","Weekend","31","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050808","2005-08-08","2005/08/08","08/08/2005","08/08/2005","2","Monday","8","220","Weekday","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050809","2005-08-09","2005/08/09","08/09/2005","09/08/2005","3","Tuesday","9","221","Weekday","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050810","2005-08-10","2005/08/10","08/10/2005","10/08/2005","4","Wednesday","10","222","Weekday","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050811","2005-08-11","2005/08/11","08/11/2005","11/08/2005","5","Thursday","11","223","Weekday","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050812","2005-08-12","2005/08/12","08/12/2005","12/08/2005","6","Friday","12","224","Weekday","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050813","2005-08-13","2005/08/13","08/13/2005","13/08/2005","7","Saturday","13","225","Weekend","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050814","2005-08-14","2005/08/14","08/14/2005","14/08/2005","1","Sunday","14","226","Weekend","32","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050815","2005-08-15","2005/08/15","08/15/2005","15/08/2005","2","Monday","15","227","Weekday","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050816","2005-08-16","2005/08/16","08/16/2005","16/08/2005","3","Tuesday","16","228","Weekday","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050817","2005-08-17","2005/08/17","08/17/2005","17/08/2005","4","Wednesday","17","229","Weekday","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050818","2005-08-18","2005/08/18","08/18/2005","18/08/2005","5","Thursday","18","230","Weekday","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050819","2005-08-19","2005/08/19","08/19/2005","19/08/2005","6","Friday","19","231","Weekday","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050820","2005-08-20","2005/08/20","08/20/2005","20/08/2005","7","Saturday","20","232","Weekend","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050821","2005-08-21","2005/08/21","08/21/2005","21/08/2005","1","Sunday","21","233","Weekend","33","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050822","2005-08-22","2005/08/22","08/22/2005","22/08/2005","2","Monday","22","234","Weekday","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050823","2005-08-23","2005/08/23","08/23/2005","23/08/2005","3","Tuesday","23","235","Weekday","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050824","2005-08-24","2005/08/24","08/24/2005","24/08/2005","4","Wednesday","24","236","Weekday","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050825","2005-08-25","2005/08/25","08/25/2005","25/08/2005","5","Thursday","25","237","Weekday","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050826","2005-08-26","2005/08/26","08/26/2005","26/08/2005","6","Friday","26","238","Weekday","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050827","2005-08-27","2005/08/27","08/27/2005","27/08/2005","7","Saturday","27","239","Weekend","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050828","2005-08-28","2005/08/28","08/28/2005","28/08/2005","1","Sunday","28","240","Weekend","34","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050829","2005-08-29","2005/08/29","08/29/2005","29/08/2005","2","Monday","29","241","Weekday","35","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050830","2005-08-30","2005/08/30","08/30/2005","30/08/2005","3","Tuesday","30","242","Weekday","35","August","8","N","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050831","2005-08-31","2005/08/31","08/31/2005","31/08/2005","4","Wednesday","31","243","Weekday","35","August","8","Y","3","2005","2005-08","2005Q3","8","3","2005","2005-08","2005Q3"
"20050901","2005-09-01","2005/09/01","09/01/2005","01/09/2005","5","Thursday","1","244","Weekday","35","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
